size_1,size_2,size_3,size_4,size_5,size_6,size_7,size_8,size_9,size_10,size_11,size_12,size_13
1.9788742065429688e-05,3.5762786865234375e-06,4.5299530029296875e-06,2.193450927734375e-05,7.534027099609375e-05,0.000118255615234375,0.0006802082061767578,0.003968954086303711,0.029053449630737305,0.18325090408325195,1.269902229309082,11.336273193359375,188.3303759098053
5.245208740234375e-06,2.6226043701171875e-06,3.337860107421875e-06,1.5974044799804688e-05,6.866455078125e-05,0.00010967254638671875,0.0006880760192871094,0.003757476806640625,0.02820563316345215,0.18784284591674805,1.2173230648040771,11.299811363220215,189.14100050926208
4.0531158447265625e-06,1.9073486328125e-06,2.6226043701171875e-06,1.2636184692382812e-05,6.29425048828125e-05,0.00010395050048828125,0.0007104873657226562,0.0037648677825927734,0.027911663055419922,0.18810629844665527,1.2512381076812744,11.105875492095947,189.1763186454773
2.86102294921875e-06,1.9073486328125e-06,2.6226043701171875e-06,1.1444091796875e-05,5.5789947509765625e-05,0.00010037422180175781,0.000701904296875,0.003849506378173828,0.02844071388244629,0.18701386451721191,1.2638440132141113,11.039784669876099,189.31692838668823
2.86102294921875e-06,1.6689300537109375e-06,2.86102294921875e-06,1.0967254638671875e-05,5.173683166503906e-05,9.822845458984375e-05,0.0006814002990722656,0.0037698745727539062,0.028629064559936523,0.1873002052307129,1.2657196521759033,11.182276964187622,188.26767492294312
